Job_ID,Company,Job_Title,Min_YOE,Location,Est_Salary,Referral BONUS,JD_Trans,Link,JD Title ( Vie ),L1,L2,L3,L4,MinL,Location,Column1,Column2,VN,Remote,Short_URL,Source,Term_1,Term_2,Term_3,Term_4,Term 5,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others
5566,VNG Corporation,Senior Data Engineer,3,HCM,"2,500",NA,"3+ years’ experience working as a Data Engineer role, ETL with large amounts of data.",https://www.linkedin.com/jobs/view/senior-data-engineer-at-vng-corporation-3683603902,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5565,Yes4All,Business Intelligence Specialist / Senior Specialist,3,HCM,"2,200",NA,3-5 years’ experience in Business Intelligence or relevant role;,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligence-specialist-senior-specialist.35BD8868.html,NA,Senior,,,,,HCM,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5564,HCLTech Vietnam,NLP AI / ML / Data Scientist,5,HCM,"2,895",NA,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,https://www.linkedin.com/jobs/view/3683687495/,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,Data Scientist,,,FALSE,FALSE
5563,HCLTech Vietnam,Artificial Intelligence Engineer (AI) - Natural Language Processing (NLP),5,HCM,"2,895",NA,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,https://www.linkedin.com/jobs/view/3683688450/,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5562,HCLTech Vietnam,NLP Data Scientist ( DS ) / Artificial Intelligence ( AI ) / Machine Learning ( ML ),5,HCM,"2,895",NA,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,https://www.linkedin.com/jobs/view/3683687584,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,Data Scientist,,,FALSE,FALSE
5561,HCLTech Vietnam,Machine Learning Engineer | Data Scientist | AI Engineer - NLP,5,HCM,"2,895",NA,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,https://www.linkedin.com/jobs/view/3683692280/,Ki? s? Ma?y ho?c (ML)/Khoa ho?c D?? liê?u (DS)/Tri? tuê? Nhân ta?o (AI) - NLP,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,Data Scientist,,,FALSE,FALSE
5560,HCLTech Vietnam,Lead Data Engineer ( Any Cloud ),8,HCM,"4,000",NA,At least 8 years of experience in total including at least 5 years of experience with Data Engineering,https://www.linkedin.com/jobs/view/3683693337,NA,Senior,Lead,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5559,HCLTech Vietnam,Data Engineer Lead ( GCP / MS Azure / AWS ),8,HCM,"4,000",NA,At least 8 years of experience in total including at least 5 years of experience with Data Engineering,https://www.linkedin.com/jobs/view/3683689708,NA,Senior,Lead,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,Contract,,,,Data Engineer,,,,,FALSE,FALSE
5558,HCLTech Vietnam,Lead GCP Cloud Data Engineer,8,HN,"4,000",NA,At least 8 years of experience in total including at least 5 years of experience in Data Engineering,https://www.linkedin.com/jobs/view/3683694196,NA,Senior,Lead,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5557,Undisclosed,Data Engineer | Data Analyst | Business Analyst,5,HN,NA,NA,"1 Data Engineer (AWS, Azure) and 1 Data Analyst/BA (SQL, Cloud, Data Platfroms) 5 years+Experience. Eng B1. Good offer Hoang Kiem, HN",https://www.facebook.com/groups/datanalyticsvn/posts/3234702960156331/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,Data Analyst,,Business Analyst,,TRUE,FALSE
5556,Undisclosed,Data Analyst,3,HN,"1,270",NA,Cau Giay recruits 1 Data Analyst from 3 years of experience. Salary 20-30 million+ bonus.,https://www.facebook.com/groups/datanalyticsvn/posts/3235041036789190/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5555,Officience,Junior - Middle Data Engineer,2,HCM,"1,000",NA,"At least 2+ years using Linux OS, Bash script",https://itviec.com/it-jobs/junior-middle-data-engineer-python-linux-officience-1923,NA,Junior,,,,,HCM,,,TRUE,FALSE,itviec.com,ITVIEC,Fulltime,Hybrid,,,,Data Engineer,,,Business Analyst,,TRUE,FALSE
5554,Global Fashion Group ( GFG ),Senior Data Engineer,NA,HCM,"3,200",NA,12-month contract; Strong data warehousing/Data Engineering experience,https://itviec.com/it-jobs/senior-data-engineer-12-month-contract-global-fashion-group-0232,NA,Senior,,,,,HCM,,,TRUE,FALSE,itviec.com,ITVIEC,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5553,Buymed ( Thuocsi ),"Data Engineer ( Python, SQL, NoSQL )",5,HCM,"2,500",NA,"Minimum of 5 years of experience in data engineering, with at least 3 years of hands-on experience in Google Cloud Platform (GCP) data engineering services",https://itviec.com/it-jobs/data-engineer-python-sql-nosql-buymed-4208,NA,Senior,,,,,HCM,,,TRUE,FALSE,itviec.com,ITVIEC,Fulltime,,,,,Data Engineer,,,Business Analyst,,TRUE,FALSE
5552,Mascom,Data Engineer,1,HN,"2,540",NA,At least 1 year of experience in the same position.,https://www.topcv.vn/viec-lam/ky-su-data-engineer-luong-upto-60m/1087361.html,K? S? Data Engineer,Junior,Senior,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5550,LifesUp Software,Data Engineer ( Junior / Middle ),2,HN,"1,185",NA,Experienced working in Data Engineer segment for 2 years or more.,https://www.topcv.vn/viec-lam/data-engineer-junior-middle/1088374.html,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,Business Analyst,,TRUE,FALSE
5549,Nissho Electronics,AI Engineer ( Python / Data Science ),1,HN,"1,270",NA,There are 1-2 years of experience in building and implementing AI/ml model.,https://www.topcv.vn/viec-lam/ai-engineer-python-data-science-offer-up-to-30m/1088363.html,NA,Junior,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5548,Mascom,Data Engineer,1,HN,"2,330",NA,At least 1 year of experience in the same position.,https://www.topcv.vn/viec-lam/ky-su-data-engineer-luong-upto-55m/1088528.html,K? S? Data Engineer,Junior,Senior,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5547,DatVietVAC,Data Engineering Manager,NA,HCM,"3,500",NA,2+ years of experience as Data Engineering Manager,https://careerbuilder.vn/vi/tim-viec-lam/data-engineering-manager.35BD878C.html,NA,Manager,,,,,HCM,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,Data Engineer,,,Business Analyst,,TRUE,FALSE
5546,Wanek Furniture,Finance Planning & Analysis,3,"Binh Duong, BR-VT","1,800",NA,"3-5 years of general accounting experience; Analytical skillset, including use of Power BI and reporting tools is a plus.",https://careerbuilder.vn/vi/tim-viec-lam/finance-planning-analysis-lam-viec-tai-binh-duong-hoac-phu-my-br-vt.35BD8657.html,NA,Senior,,,,,Binh Duong, BR-VT,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5545,TPBank,MLOps Engineer ( Machine Learning ),2,HN,"1,800",NA,"At least 5 years of experience in analysis, digital data, risk management of consumer finance, retail customers",https://www.vietnamworks.com/chuyen-vien-chinh-chuyen-vien-cao-cap-van-hanh-mo-hinh-1678836-jv,Chuyên viên chính/Chuyên viên cao c?p v?n hành mô hình,Junior,Senior,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,Data Engineer,,,Business Analyst,,TRUE,FALSE
5544,Profectus,"Analyst ( Supplier Contracts, Promotions, Rebates, Pricing )",1,HCM,"1,500",NA,"At least 1-year experience in data analytics, retail/wholesale/manufacturing, cost/pricing/promotional/rebates analysis, supplier compliance, accounts payable review, internal auditing, freight/logistics/supply chain…",https://www.vietnamworks.com/analyst-supplier-contracts-promotions-rebates-pricing-1678868-jv,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5543,Navigos Search's Client,Data Operations Engineer,NA,HCM,"5,000",NA,Powerful algorithms and data structures from computer science; Knowledge of SQL or NoSQL data stores is pertinent,https://www.vietnamworks.com/hcm-onsite-data-operations-engineer-1678910-jv,NA,Senior,,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5542,Navigos Search's Client,Big Data Team Lead,5,HCM,"3,200",NA,Experience with the appropriate technology for at least five years,https://www.vietnamworks.com/hcm-onsite-2500-3200-big-data-team-lead-1-1-1678927-jv,NA,Senior,Lead,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5541,FiinGroup,Market Research Analyst ( All Levels ),0,HN,"1,000",NA,"More than 02 years of experience in market research, consulting, equity analysis is a plus;",https://www.vietnamworks.com/market-research-analyst-all-levels-1679008-jv,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5540,One Mount,Business Development Lead,NA,HN,"3,000",NA,"Knowledge of analytical tools PowerBI, SQL, Stata, SAS, R is a strong plus",https://www.vietnamworks.com/business-development-lead-10-1678965-jv,NA,Senior,Lead,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5539,Navigos Search's Client,Data Scientist,5,HCM,"3,400",NA,Significant job experience (5 years) in the manufacturing sector related to quantitative analytics or machine learning,https://www.vietnamworks.com/hcm-dong-nai-up-to-3400-data-scientist-1679049-jv,NA,Senior,,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,Data Scientist,Business Analyst,,TRUE,FALSE
5538,LOTTE,Urgent - MIS Senior Officer ( LOTTE Finance ),3,HN,"1,500",NA,"3-5 years experiences; Experiences in data management, data analysis and structuring by company request",https://www.vietnamworks.com/urgent-mis-senior-officer-1679083-jv,NA,Senior,,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5537,CB ( Ngan Hang Xay Dung ),Intern / Junior Data Analyst,0,HN,NA,NA,HN Construction Bank - CB Bank Recruitment Internal/Junior Data Analyst does not require experience,https://www.facebook.com/groups/datanalyticsvn/posts/3234499776843316/,NA,Internship,Junior,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,Data Analyst,,Business Analyst,,TRUE,FALSE
5536,Undisclosed,Data Scientist,2,HN,"1,695",NA,HN recruits Data Scientist Min 2 years of experience; Offer UPTO 40M+730k/month shift allowance,https://www.facebook.com/groups/datanalyticsvn/posts/3234512030175424/,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,,Data Scientist,Business Analyst,,TRUE,FALSE
5535,FiinGroup,Market Analyst Intern,0,HN,210,NA,"Final year or new graduates majoring in finance, business, economics, ...",https://www.facebook.com/groups/datanalyticsvn/posts/3234551466838147/,TH?C T?P SINH NGHIÊN C?U TH? TR??NG,Internship,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5533,Savills,Business Intelligence Intern,0,HCM,NA,NA,"Key Technical Stack: Excel, SQL and Power BI.",https://www.facebook.com/groups/datanalyticsvn/posts/3234600916833202/,NA,Internship,,,,,HCM,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,,,Business Analyst,Business Intelligence,TRUE,FALSE
5532,SeABank,Senior Business Intelligence Developer,3,HN,"2,500",NA,3+ Years' experiences as Data analyst or Business Intelligence Analyst/Developer or Analytics Engineer.,https://www.linkedin.com/jobs/view/3683621488/,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,Business Analyst,Business Intelligence,TRUE,FALSE
5531,MTI Technology,Data Scientist - Middle / Senior,3,HCM,"2,500",NA,Have at least 3-5 years of experience in Data Science.,https://www.linkedin.com/jobs/view/3683639499,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,Data Scientist,,,FALSE,FALSE
5530,Agoda,Head of Marketing Strategy & Analytics,NA,Thailand,"5,500",NA,Excellent analytical skills – you really need to love data for this role,https://careersatagoda.com/job/5272624-head-of-marketing-strategy-analytics-bangkok-based-relocation-provided,NA,Manager,,,,,Thailand,,,FALSE,FALSE,careersatagoda.com,CAREERSATAGODA,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5529,Agoda,"Associate Manager, Customer Marketing",5,Thailand,"4,000",NA,5+ years in Data Analyst position or otherwise in projects involving big data,https://careersatagoda.com/job/5272610-associate-manager-customer-marketing-bangkok-based-relocation-provided/,NA,Senior,Manager,,,,Thailand,,,FALSE,FALSE,careersatagoda.com,CAREERSATAGODA,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5528,Agoda,"Associate Manager/ Manager, Marketing Strategy & Analytics",5,Thailand,"6,000",NA,"Bangkok Based, Relocation Provided; 5+ years in Data Analyst position or otherwise in projects involving big data",https://careersatagoda.com/job/5272612-associate-manager-manager-marketing-strategy-analytics-bangkok-based-relocation-provided,NA,Senior,Manager,,,,Thailand,,,FALSE,FALSE,careersatagoda.com,CAREERSATAGODA,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5527,Agoda,"Analyst, Strategy & Analytics ( Global Chains )",3,Thailand,"4,000",NA,"Minimum 3 years of experience working in business analysis / data analytics / business intelligence/ consulting or financial modeling roles in e-commerce, tech, consulting or financial services companies",https://careersatagoda.com/job/5186647-analyst-senior-analyst-strategy-analytics-global-chains-bangkok-based-relocation-provided/,NA,Senior,,,,,Thailand,,,FALSE,FALSE,careersatagoda.com,CAREERSATAGODA,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
5526,Agoda,Head of Search,NA,Thailand,"5,500",NA,Excellent analytical skills – you really need to love data for this role,https://careersatagoda.com/job/5272626-head-of-search-bangkok-based-relocation-provided,NA,Manager,,,,,Thailand,,,FALSE,FALSE,careersatagoda.com,CAREERSATAGODA,Fulltime,,,,,,,,Business Analyst,,FALSE,FALSE
